cafe_name,cafe_id,menu_id,matched_keywords,date,title,content,comments,url,contents
대구맘365,24000254,13,청소,,,,,https://cafe.naver.com/f-e/cafes/24000254/articles/7381142?boardtype=L&userDisplay=50&menuid=13&referrerAllArticles=false&inCafeSearch=true&query=%EC%B2%AD%EC%86%8C&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjczODExNDIsImlzc3VlZEF0IjoxNzg4MzI4NTk1OTk0LCJjYWZlSWQiOjI0MDAwMjU0fQ.2mrHPHvKK7w1FJrSK8dOTKEzrcUqy_L5QZ7mL28MEMw&page=1,
대구맘365,24000254,13,청소,,,,,https://cafe.naver.com/f-e/cafes/24000254/articles/7379532?boardtype=L&userDisplay=50&menuid=13&referrerAllArticles=false&inCafeSearch=true&query=%EC%B2%AD%EC%86%8C&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjczNzk1MzIsImlzc3VlZEF0IjoxNzg4MzI4NTk1OTk0LCJjYWZlSWQiOjI0MDAwMjU0fQ.W8hC4vo_ZgyHxTVzwCdWiJRS60gy_ZSufUtjfafR4fM&page=1,
대구맘365,24000254,13,청소,,,,,https://cafe.naver.com/f-e/cafes/24000254/articles/7372436?boardtype=L&userDisplay=50&menuid=13&referrerAllArticles=false&inCafeSearch=true&query=%EC%B2%AD%EC%86%8C&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjczNzI0MzYsImlzc3VlZEF0IjoxNzg4MzI4NTk1OTk0LCJjYWZlSWQiOjI0MDAwMjU0fQ.kF0B0q-7xuVIKfO6R186n7pYzFMMAfWSzXzjOwUUYcc&page=1,
대구맘365,24000254,13,청소,,,,,https://cafe.naver.com/f-e/cafes/24000254/articles/7372258?boardtype=L&userDisplay=50&menuid=13&referrerAllArticles=false&inCafeSearch=true&query=%EC%B2%AD%EC%86%8C&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjczNzIyNTgsImlzc3VlZEF0IjoxNzg4MzI4NTk1OTk0LCJjYWZlSWQiOjI0MDAwMjU0fQ.4tPqxKOJDKbRGbMPjpYQ-FYFV-V6ImHM7_N-m8sOWCQ&page=1,
대구맘365,24000254,13,청소,,,,,https://cafe.naver.com/f-e/cafes/24000254/articles/7371666?boardtype=L&userDisplay=50&menuid=13&referrerAllArticles=false&inCafeSearch=true&query=%EC%B2%AD%EC%86%8C&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjczNzE2NjYsImlzc3VlZEF0IjoxNzg4MzI4NTk1OTk0LCJjYWZlSWQiOjI0MDAwMjU0fQ.7lqiOeZiUUSuZtdfuzQF1q3M5XHC2LtyElH4WbHGTL8&page=1,
대구맘365,24000254,13,청소,,,,,https://cafe.naver.com/f-e/cafes/24000254/articles/7370296?boardtype=L&userDisplay=50&menuid=13&referrerAllArticles=false&inCafeSearch=true&query=%EC%B2%AD%EC%86%8C&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjczNzAyOTYsImlzc3VlZEF0IjoxNzg4MzI4NTk1OTk0LCJjYWZlSWQiOjI0MDAwMjU0fQ._ri08yTyFgvor36WGYQ6teCAIEUkXtng3VsZapAlHN8&page=1,
대구맘365,24000254,13,청소,,,,,https://cafe.naver.com/f-e/cafes/24000254/articles/7366999?boardtype=L&userDisplay=50&menuid=13&referrerAllArticles=false&inCafeSearch=true&query=%EC%B2%AD%EC%86%8C&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjczNjY5OTksImlzc3VlZEF0IjoxNzg4MzI4NTk1OTk0LCJjYWZlSWQiOjI0MDAwMjU0fQ.kz3JlsI1XH3X1TICRa-7DNQ9sIBbNYRsR_CgsT_oMvc&page=1,
대구맘365,24000254,13,청소,,,,,https://cafe.naver.com/f-e/cafes/24000254/articles/7366267?boardtype=L&userDisplay=50&menuid=13&referrerAllArticles=false&inCafeSearch=true&query=%EC%B2%AD%EC%86%8C&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjczNjYyNjcsImlzc3VlZEF0IjoxNzg4MzI4NTk1OTk0LCJjYWZlSWQiOjI0MDAwMjU0fQ.N3utNzgWvPTRJDhq3-7doyOPPGo7YCgvQcrYJwyrgVo&page=1,
대구맘365,24000254,13,청소,,,,,https://cafe.naver.com/f-e/cafes/24000254/articles/7365218?boardtype=L&userDisplay=50&menuid=13&referrerAllArticles=false&inCafeSearch=true&query=%EC%B2%AD%EC%86%8C&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjczNjUyMTgsImlzc3VlZEF0IjoxNzg4MzI4NTk1OTk1LCJjYWZlSWQiOjI0MDAwMjU0fQ.eSB6yCfns4oWvS4QCjJOJWW4HiiJIPZkHCi_ucyCwFA&page=1,
대구맘365,24000254,13,청소,,,,,https://cafe.naver.com/f-e/cafes/24000254/articles/7364054?boardtype=L&userDisplay=50&menuid=13&referrerAllArticles=false&inCafeSearch=true&query=%EC%B2%AD%EC%86%8C&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjczNjQwNTQsImlzc3VlZEF0IjoxNzg4MzI4NTk1OTk1LCJjYWZlSWQiOjI0MDAwMjU0fQ.nRobKNjpsMBwuMzPjSQkPK8ymYjOB8uAY2NJFIoglmo&page=1,
